Allows logging with less friction.  See http://logging.apache.org/log4j/2.x/  This rather radical transition can be done w/ minor change given they have an adapter for apache's logging  the one we use.  They also have and adapter for slf4j so we likely can remove at least some of the 4 versions of this module our dependencies make use of.  I made a start in attached patch but am currently stuck in maven dependency resolve hell courtesy of our slf4j.  Fixing will take some concentration and a good net connection  an item I currently lack.  Other TODOs are that will need to fix our little log level setting jsp page -- will likely have to undo our use of hadoop's tool here -- and the config system changes a little.  I will return to this project soon.  Will bring numbers.   Move to slf4j,0
Fix the bug of not updating location cache. Add a testcase for it. Fix the bug of not updating location cache,0
" Add snapshot support for MOB.  In the initial implementation  taking a table snapshot does not preserve the mob data.  This issue will make sure that when a snapshot is taken  mob data is properly preserved and is restorable. Snapshot for MOB",0
Now we have two chores for mob  one is the cleaner of expired mob files  the other is for the mob file compactor. They might handle the same file set concurrently  and might impact each other when doing that. We need to synchronize them  now we have a write lock for the mob file compaction chore  we need to add a read lock for the chore of expired mob file cleaner. Add read lock to ExpiredMobFileCleanerChore,0
for the native mob compaction  we will need a scanner pass used the major compaction that records the delete markers in the mob-enabled columns.  This would implement that core section. Have compaction scanner save info about delete markers,0
We need to make sure to capture metrics about mobs. Some basic ones include:  # of mob writes # of mob reads # avg size of mob (?) # mob files # of mob compactions / sweeps  Metrics for MOB,0
Currently  the first cut of mob will have external processes to age off old mob data (the ttl cleaner)  and to compact away deleted or over written data (the sweep tool).    From an operational point of view  having two external tools  especially one that relies on MapReduce is undesirable.  In this issue we'll tackle integrating these into hbase without requiring external processes. Native MOB Compaction mechanisms.,0
Currently the tag for the mob table name is in the last position in tags. In order to accelerate the reading in both mob and cloned mob data  it's better to move this tag to the 2nd position just after the mob ref tag. Move the mob table name tag to the 2nd one,0
Matteo on inspection noticed that we created two separate manifest files on the region server that adds the mob region when we snapshot.  This patch makes it so that we only create one on that region server.  treat mob region as any other region when generating rs manifest.,0
" It's now get the mobFileCacheMissCount from """"getMobFileCacheAccessCount()""""  and should be changed to """"getMobFileCacheMissCount()  Incorrect 'mobFileCacheMissCount' calculated in the mob metrics",0
Incorrect log info in the store compaction of mob Incorrect log info in the store compaction of mob,0
"There's a typo in the temp variable in the region server metrics for mob. It's now """"testMobCompactedFromMobCellsSize""""  and should be changed to """"tempMobCompactedFromMobCellsSize Correct a typo in the mob metrics",0
"In mob compaction  the metrics of """"mobCompactedFromMobCellsCount"""" and """"mobCompactedFromMobCellsSize"""" should not be count when there is issue when retrieve the mob cell from the mob file. Ignore the count of mob compaction metrics when there is issue",0
TestAcidGurantees has a main method so that it can be executed via the commandline.  In the past this was run and we'd use external tools to inject faults while it executed for an extended period of time.  We've had the IT framework we'd like to use the ChaosMonkey automation with it. Convert TestAcidGuarantees from a unit test to an integration test,0
"When building up automated testing   I noticed that the sweepjob would not """"fail"""" because it exited 0 even if the job failed.  This add the proper exit hygiene adding non-zero exit codes on failure events so that we can rely upon the job in automation. sweep job needs to exit non-zero if job fails for any reason.",0
After taking a snapshot against a table with mob file data  the SnapshotInfo tool is not able to find the mob files even though they are present in the proper place.  (<hbase>/mobdir/data/dfault/<table>/<region>/....)  Here's an example command line execution:  {code} [jon@a1210 hbase]$ bin/hbase org.apache.hadoop.hbase.snapshot.SnapshotInfo -snapshot test -files ....        - IntegrationTestIngestWithMOB/e9b5d936e7f55a4f1c3246a8d5ce53c2/test_cf/e75380c6db50db845dbdee48ab49381420141205f87d1b47b0f446c7acb3fa0656fa8a57 (NOT FOUND)  ************************************************************** BAD SNAPSHOT: 145 hfile(s) and 0 log(s) missing.               0 hfile(s) corrupted. ************************************************************** 54 HFiles (54 in archive)  total size 973.6 M (0.00% 0 shared with the source table) 0 Logs  total size 0 {code}  The missing files are actually present  it is likely that the snapshot tool doesn't know to look in the mob dir. SnapshotInfo tool does not find mob data in snapshots,0
Got this on an internal rig run.  Maybe you want to take a looksee [~jingchengdu]?   {code} Error Message  Metrics Counters should be equal expected:<5> but was:<2> Stacktrace  java.lang.AssertionError: Metrics Counters should be equal expected:<5> but was:<2> 	at org.junit.Assert.fail(Assert.java:88) 	at org.junit.Assert.failNotEquals(Assert.java:743) 	at org.junit.Assert.assertEquals(Assert.java:118) 	at org.junit.Assert.assertEquals(Assert.java:555) 	at org.apache.hadoop.hbase.test.MetricsAssertHelperImpl.assertCounter(MetricsAssertHelperImpl.java:185) 	at org.apache.hadoop.hbase.regionserver.TestRegionServerMetrics.testMobMetrics(TestRegionServerMetrics.java:448) 	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method) 	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57) 	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43) 	at java.lang.reflect.Method.invoke(Method.java:606) 	at org.junit.runners.model.FrameworkMethod$1.runReflectiveCall(FrameworkMethod.java:47) 	at org.junit.internal.runners.model.ReflectiveCallable.run(ReflectiveCallable.java:12) 	at org.junit.runners.model.FrameworkMethod.invokeExplosively(FrameworkMethod.java:44) 	at org.junit.internal.runners.statements.InvokeMethod.evaluate(InvokeMethod.java:17) 	at org.junit.runners.ParentRunner.runLeaf(ParentRunner.java:271) 	at org.junit.runners.BlockJUnit4ClassRunner.runChild(BlockJUnit4ClassRunner.java:70) 	at org.junit.runners.BlockJUnit4ClassRunner.runChild(BlockJUnit4ClassRunner.java:50) 	at org.junit.runners.ParentRunner$3.run(ParentRunner.java:238) 	at org.junit.runners.ParentRunner$1.schedule(ParentRunner.java:63) 	at org.junit.runners.ParentRunner.runChildren(ParentRunner.java:236) 	at org.junit.runners.ParentRunner.access$000(ParentRunner.java:53) 	at org.junit.runners.ParentRunner$2.evaluate(ParentRunner.java:229) 	at org.junit.internal.runners.statements.RunBefores.evaluate(RunBefores.java:26) 	at org.junit.internal.runners.statements.RunAfters.evaluate(RunAfters.java:27) 	at org.junit.runners.ParentRunner.run(ParentRunner.java:309) 	at org.junit.runners.Suite.runChild(Suite.java:127) 	at org.junit.runners.Suite.runChild(Suite.java:26) 	at org.junit.runners.ParentRunner$3.run(ParentRunner.java:238) 	at java.util.concurrent.Executors$RunnableAdapter.call(Executors.java:471) 	at java.util.concurrent.FutureTask.run(FutureTask.java:262) 	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1145) 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:615) {code}  TestRegionServerMetrics#testMobMetrics test failure,0
I think 1.0 should be rolling upgradable from 0.98 unless we break it intentionally for a specific reason. Unless there is such an issue  lets document that 1.0 and 0.98 should be rolling upgrade compatible.   We should also test this before the 0.99 release.  Document and test rolling updates from 0.98 -> 1.0,0
"We do not restrict user from creating a table having column family starting with '_'. So when user creates a table in such a way then LoadIncrementalHFiles will skip those family data to load into the table. {code} // Skip _logs  etc if (familyDir.getName().startsWith(""""_"""")) continue; {code}  I think we should remove that check as I do not see any _logs directory being created by the bulkload tool in the output directory. LoadIncrementalHFiles fails to load data in table when CF name starts with '_'",0
HColumnDescriptor has a bunch of methods that have 'should' for a prefix.  Deprecate and give them a javabean 'get' or 'is' instead. Deprecate and replace HCD methods that have a 'should' prefix with a 'get' instead,0
We had a lock to synchronize the major compaction  and sweep tool. Now we will have MR-less mob compaction in the HBase  and need the lock as well. And the table lock is a better choice. In this JIRA  clean the MobZookeeper code and use TableLockManager instead. Use table lock instead of MobZookeeper,0
HBASE-11331 introduces compressed blockcache and includes a bunch of experimental results from running it in various configurations. We should expose this goodness up to users via the book. Document compressed blockcache,0
"The command fails as the changes introduced by HBASE-10892 requires user (because of newly introduced call to getTableDescriptors) to have global admin permission. Shell command user_permission fails on the table created by user if he is not global admin.   ",0
In Visibility Labels security  a set of labels (auths) are administered and associated with a user. A user can normally  only see cell data during scan that are part of the user's label set (auths). Scan uses setAuthorizations to indicates its wants to use the auths to access the cells. Similarly in the shell: {code} scan 'table1'  AUTHORIZATIONS => ['private'] {code} But it is a surprise to find that setAuthorizations seems to be 'mandatory' in the default visibility label security setting.  Every scan needs to setAuthorizations before the scan can get any cells even the cells are under the labels the request user is part of.  The following steps will illustrate the issue:  Run as superuser. {code} 1. create a visibility label called 'private' 2. create 'table1' 3. put into 'table1' data and label the data as 'private' 4. set_auths 'user1'  'private' 5. grant 'user1'  'RW'  'table1' {code} Run as 'user1': {code} 1. scan 'table1' This show no cells. 2. scan 'table1'  scan 'table1'  AUTHORIZATIONS => ['private'] This will show all the data. {code}  I am not sure if this is expected by design or a bug. But a more reasonable  more client application backward compatible  and less surprising default behavior should probably look like this:  A scan's default auths  if its Authorizations attributes is not set explicitly  should be all the auths the request user is administered and allowed on the server.  If scan.setAuthorizations is used  then the server further filter the auths during scan: use the input auths minus what is not in user's label set on the server.    Scan's default auths behavior under Visibility labels,0
Replication source was getting 'queue full' but didn't say which server was suffering the full queue. Makes it hard to debug... HBase should log the remote host on replication error,0
The integration testings include the integration function testing and performance testing. MOB integration testing,0
So that our test can timeout as expected without making the surefire plugin kill other tests. Add a CategoryBasedTimeout ClassRule for all UTs,0
Add permission check to getNamespaceDescriptor() Add permission check to getNamespaceDescriptor(),0
We added FLUSH  REGION CLOSE events into WAL  for each those events the region SeqId is bumped.   The issue comes from region close operation. Because when opening a region  we use flushed SeqId from store files while after store flush during region close we still write COMMIT_FLUSH  REGION_CLOSE events etc which respectively bump up SeqId. Therefore  the region opening SeqId is lower than it should be.    Maintain SeqId monotonically increasing,0
trivial nit fix  [docs] nit fix in HBase and MapReduce section,0
From https://builds.apache.org/job/PreCommit-HBASE-Build/12121/artifact/patchprocess/newPatchFindbugsWarningshbase-thrift.html   there were 5 findbugs warnings introduced.  This issue fixes the new warnings. Fix new findbugs warnings in hbase-thrift module,0
Clusters with lots of reference files will be un-able to balance since the RegionLocationFinder tries to open every reference file.  Don't use RegionLocationFinder if localityCost == 0,0
Because HBase uses Java 8 explicit types can be replaced with the diamond operator. Replace explicit type with diamond operator,0
" Move InterfaceAudience imports to hbase-annotations",0
This task involves creating an observer which provides basic quota support to namespaces in terms of (1) number of tables and (2) number of regions. The quota support can be enabled by setting:  <property>     <name>hbase.coprocessor.region.classes</name>     <value>org.apache.hadoop.hbase.namespace.NamespaceController</value> </property> <property>     <name>hbase.coprocessor.master.classes</name>     <value>org.apache.hadoop.hbase.namespace.NamespaceController</value> </property>  in the hbase-site.xml.  To add quotas to namespace  while creating namespace properties need to be added.  Examples: 1. namespace_create 'ns1'  {'hbase.namespace.quota.maxregion'=>'10'} 2. 1. namespace_create 'ns2'  {'hbase.namespace.quota.maxtables'=>'2'}  {'hbase.namespace.quota.maxregion'=>'5'}  The quotas can be modified/added to namespace at any point of time.  Basic quota support for namespaces,0
"In Section """"62.5. Secure Bulk Load""""  the doc tell us to enable secure bulkload with the configuration: {code} <property> <name>hbase.coprocessor.regionserver.classes</name> <value>org.apache.hadoop.hbase.security.token.TokenProvider org.apache.hadoop.hbase.security.access.AccessController  org.apache.hadoop.hbase.security.access.SecureBulkLoadEndpoint</value> </property> {code} When we set the configuration like this  the regionserver can not start due to this ERROR: {code} 2015-01-22 15:55:46 395 FATAL org.apache.hadoop.hbase.regionserver.HRegionServer: ABORTING region server hadoop-node-xxxxx: The coprocessor org.apache.hadoop.hbase.security.access.SecureBulkLoadEndpoint threw java.lang.ClassCastException: org.apache.hadoop.hbase.regionserver.RegionServerCoprocessorHost$RegionServerEnvironment can not be cast to org.apache.hadoop.hbase.coprocessor.RegionCoprocessorEnvironment java.lang.ClassCastException: org.apache.hadoop.hbase.regionserver.RegionServerCoprocessorHost$RegionServerEnvironment cannot be cast to org.apache.hadoop.hbase.coprocessor.RegionCoprocessorEnvironment         at org.apache.hadoop.hbase.security.access.SecureBulkLoadEndpoint.start(SecureBulkLoadEndpoint.java:125)         at org.apache.hadoop.hbase.coprocessor.CoprocessorHost$Environment.startup(CoprocessorHost.java:673)         at org.apache.hadoop.hbase.coprocessor.CoprocessorHost.loadInstance(CoprocessorHost.java:265)         at org.apache.hadoop.hbase.coprocessor.CoprocessorHost.loadSystemCoprocessors(CoprocessorHost.java:168)         at org.apache.hadoop.hbase.regionserver.RegionServerCoprocessorHost.<init>(RegionServerCoprocessorHost.java:46)         at org.apache.hadoop.hbase.regionserver.HRegionServer.run(HRegionServer.java:883)         at java.lang.Thread.run(Thread.java:745) {code}   In source code org.apache.hadoop.hbase.security.access.SecureBulkLoadEndpoint we can see  the environment for this coprocessor is """"RegionCoprocessorEnvironment"""". So the coprocessor """"SecureBulkLoadEndpoint"""" should be put into """"hbase.coprocessor.region.classes""""  instead of """"hbase.coprocessor.regionserver.classes""""   The correct configuration to enable secure bulk load is: {code} <property> <name>hbase.coprocessor.region.classes</name>  <value>org.apache.hadoop.hbase.security.token.TokenProvider org.apache.hadoop.hbase.security.access.AccessController  org.apache.hadoop.hbase.security.access.SecureBulkLoadEndpoint</value> </property> {code}  Fix configuration which enables secure bulk load",0
In HMobStore we need to create a ZooKeeperWatcher for a major compaction. There the conf of store is directly passed into the ZookeeperWatcher  this conf is a CompoundConfiguration. In ZookeeperWatcher  this conf is converted into a Configuration by new Configuration(compoundConfiguration)  and the zk-related conf are lost  only default settings are used by the zookeeper. In the HMobStore  we should pass the region.getBaseConf() which is a Configuration to the ZookeeperWatcher. The ZooKeeperWatcher in HMobStore only uses the default conf,0
From the design doc   mob files are not involved in the normal HBase compaction process.  This means deleted mobs would still take up space and that we never really merge mob files that accrue over time.   Currently  MOBs depend on two external tools:  1) A TTL cleaner that removes mobs that have passed their TTL or exceeded minVersions. 2) A 'sweep tool' cleaner that remove mobs that have had their references deleted and merges small files into larger ones.    Today the tools are triggered by admins.  The longer term goal would be to integrate them into hbase such that by default mobs are cleaned.  The tools will be preserved however so that advanced admins can disable automatic cleanups and manually trigger these compaction like operaitons.  #1 would likely be a chore in the master while #2 requires some design work to integrate into hbase. External MOB compaction tools,0
In the updated MOB design however  admins can set CF level thresholds that would force cell values > the threshold to use the MOB write path instead of the traditional path.  There are two cases where mobs need to interact with this threshold  1) How do we handle the case when the threshold size is changed? 2) Today  you can bulkload hfiles that contain MOBs.  These cells will work as normal inside hbase.  Unfortunately the cells with MOBs in them will never benefit form the MOB write path.  The proposal here is to modify compaction in mob enabled cf's such that the threshold value is honored with compactions.  This handles case #1 -- elements that should be moved out of the normal hfiles get 'compacted' into refs and mob hfiles  and values that should be pulled into the cf get derefed and written out wholy in the compaction.  For case #2  we can maintain the same behavior and compaction would move data into the mob writepath/lifecycle. Handle the MOB in compaction,0
TestMobSweeper is flaky on some machines.  This is due to major compactions happening and blocking the unit test's sweep job from running.    This patch bumps up the min hfiles before compaction to properly exercise the sweeper. Avoid major compaction in TestMobSweeper,0
When we release hbase-thirdparty next release  we will need to update our code for the packaging change. update hbase to use new thirdparty libs,0
In HBASE-5162 (and backports such as HBASE-12729) we modified some HRegion methods to return statistics for consumption by callers. The statistics are ultimately passed back to the client as load feedback.  [~lhofhansl] thinks handing back this information as return values from HRegion methods is a weird mix of concerns. This also produced a difficult to anticipate binary compatibility issue with Phoenix. There was no compile time issue because the code of course was not structured to assign from a method returning void  yet the method signature changes so the JVM cannot resolve it if older Phoenix binaries are installed into a 0.98.10 release. Let's change the HRegion methods back to returning 'void' and use setters instead. Officially we don't support use of HRegion (HBASE-12566) but we do not need to go out of our way to break things (smile) so I would also like to make a patch release containing just this change to help out our sister project. Use setters instead of return values for handing back statistics from HRegion methods,0
See for example {noformat} 2014-09-16 04:02:08 833 ERROR [ActiveMasterManager] master.HMaster(633): Coprocessor postStartMaster() hook failed java.io.IOException: Table Namespace Manager not ready yet  try again later 	at org.apache.hadoop.hbase.master.HMaster.checkNamespaceManagerReady(HMaster.java:1669) 	at org.apache.hadoop.hbase.master.HMaster.getNamespaceDescriptor(HMaster.java:1852) 	at org.apache.hadoop.hbase.master.HMaster.createTable(HMaster.java:1096) 	at org.apache.hadoop.hbase.security.access.AccessControlLists.init(AccessControlLists.java:143) 	at org.apache.hadoop.hbase.security.access.AccessController.postStartMaster(AccessController.java:1059) 	at org.apache.hadoop.hbase.master.MasterCoprocessorHost$58.call(MasterCoprocessorHost.java:692) 	at org.apache.hadoop.hbase.master.MasterCoprocessorHost.execOperation(MasterCoprocessorHost.java:861) 	at org.apache.hadoop.hbase.master.MasterCoprocessorHost.postStartMaster(MasterCoprocessorHost.java:688) 	at org.apache.hadoop.hbase.master.HMaster.finishActiveMasterInitialization(HMaster.java:631) 	at org.apache.hadoop.hbase.master.HMaster.access$500(HMaster.java:155) 	at org.apache.hadoop.hbase.master.HMaster$1.run(HMaster.java:1244) 	at java.lang.Thread.run(Thread.java:744) {noformat} AC/VC system table create on postStartMaster fails too often in test,0
"Add a simple version of rpc throttling. (by simple I mean something that requires less changes as possible to the core)  The idea is to add a hbase:quota table to store the user/table quota information. Add a couple of API on the client like throttleUser() and throttleTable() and on the server side before executing the request we check the quota  if not an exception is thrown. The quota will be per-machine. There will be a flag """"QuotaScope"""" that will be used in the future to specify the quota at """"cluster level"""" instead of per machine. (A limit of 100req/min means that each machine can execute 100req/min with a scope per-machine).  This will be the first cut  simple solution that requires verify few changes to the core. Later on we can make the client aware of the ThrottlingException and deal with it in a smarter way. Also we need to change a bit the RPC code to be able to yield the operation if the quota will be  available not to far in the future  and avoid going back to the client for """"few seconds"""".  REVIEW BOARD: https://reviews.apache.org/r/23981 Add simple rpc throttling",0
Need to give the correctly sized array when possible. Fix usage of Collections.toArray,0
Now Thrift server can authenticate clients. However  many people asked how to use it. Although we have some info in the refguide  it doesn't mention how to change the client to turn it on. A sample should help. Provide a sample to show how to use Thrift client authentication,0
Running multiple regionservers per host. Added hostname:port options to region_mover.rb Make region_mover.rb support multiple regionservers per host,0
" Create script to update and publish the website  update docs accordingly",0
We should enhance how StochasticBalancer picks up a random server so that it can avoid putting user regions on master  because regions on master are handled differently in a separate method. StochasticBalancer should avoid putting user regions on master,0
"{noformat} hbase(main):008:0> create_namespace ''  ERROR: java.io.IOException: 0         at org.apache.hadoop.hbase.ipc.RpcServer.call(RpcServer.java:2072)         at org.apache.hadoop.hbase.ipc.CallRunner.run(CallRunner.java:107)         at org.apache.hadoop.hbase.ipc.RpcExecutor.consumerLoop(RpcExecutor.java:130)         at org.apache.hadoop.hbase.ipc.RpcExecutor$1.run(RpcExecutor.java:107)         at java.lang.Thread.run(Thread.java:745) Caused by: java.lang.ArrayIndexOutOfBoundsException: 0         at org.apache.hadoop.hbase.TableName.isLegalNamespaceName(TableName.java:222)         at org.apache.hadoop.hbase.TableName.isLegalNamespaceName(TableName.java:205) {noformat}  TableName.isLegalNamespaceName tries to access namespaceName[offset] in case of empty text input and also this check for 'offset==length' in this method seems to be unnecessary and an empty  input validation check can be put in the beginning of this method instead: {noformat}  public static void isLegalNamespaceName(byte[] namespaceName  int offset  int length) { // can add empty check in the beginning    if(length == 0) {       throw new IllegalArgumentException(""""Namespace name must not be empty"""");     } // end     for (int i = offset; i < length; i++) {       if (Character.isLetterOrDigit(namespaceName[i])|| namespaceName[i] == '_') {         continue;       }       throw new IllegalArgumentException(""""Illegal character <"""" + namespaceName[i] +         """"> at """" + i + """". Namespaces can only contain """" +         """"'alphanumeric characters': i.e. [a-zA-Z_0-9]: """" + Bytes.toString(namespaceName            offset  length));     }  //  can remove below check    if(offset == length)       throw new IllegalArgumentException(""""Illegal character <"""" + _namespaceName[offset] _+           """"> at """" + offset + """". Namespaces can only contain """" +           """"'alphanumeric characters': i.e. [a-zA-Z_0-9]: """" + Bytes.toString(namespaceName              offset  length));  //  } {noformat} Hbase shell create_namespace command throws ArrayIndexOutOfBoundException for (invalid) empty text input.",0
Henry  Yandell wrote me:  {quote} A quick note that I noticed that there were copyright statements in the HBase code.  For example:  http://svn.apache.org/repos/asf/hbase/trunk/src/main/java/org/apache/hadoop/hbase/ClusterStatus.java  My understanding from http://www.apache.org/legal/src-headers.html is that they shouldn't be there. {quote} Purge copyrights from src headers,0
Wouldn't it be nice to run all of the client tests (client and the ones in hbase-server)  in a single command like.  mvn test -PrunClientTests  how about all of the small tests not having to do with mapReduce  mvn test -PrunSmallTests !runMapReduceTests  how about breaking up the build into small pieces so it can be run on travis or circle-ci. If that's what you are into  +1 this patch. Break up tests into more fine grained categories,0
Currently we are using guava 12.0.1  but the latest version is 21.0. Upgrading guava is always a hassle because it is not always backward compatible with itself.  Currently I think there are to approaches: 1. Upgrade guava to the newest version (21.0) and shade it. 2. Upgrade guava to a version which does not break or builds (15.0).  If we can update it  some dependencies should be removed: commons-collections  commons-codec  ... Upgrade guava,0
As HBase gets more widely used  we need to be more explicit about which APIs are stable and not expected to break between versions  which APIs are still evolving  etc. We also have many public classes that are really internal to the RS or Master and not meant to be used by users. Hadoop has adopted a classification scheme for audience (public  private  or limited-private) as well as stability (stable  evolving  unstable). I think we should copy these annotations to HBase and start to classify our public classes. Adopt interface stability/audience classifications from Hadoop,0
"HBASE-6055 will be closed when the offline snapshots pieces get merged with trunk.  This umbrella issue has all the online snapshot specific patches.  This will get merged once one of the implementations makes it into trunk.  Other flavors of online snapshots can then be done as normal patches instead of on a development branch.  (was: HBASE-6055 will be closed when the online snapshots pieces get merged with trunk.  This umbrella issue has all the online snapshot specific patches.  This will get merged once one of the implementations makes it into trunk.  Other flavors of online snapshots can then be done as normal patches instead of on a development branch.)  (not a fan of the quick edit descirption jira feature) Online snapshots ",0
This patch changes isMob to IS_MOB and mobThreshold to MOB_THRESHOLD to go with conventions. isMob and mobThreshold do not follow column descriptor property naming conventions,0
